id,date,commodity_group,commodity_id,commodity,price
7504009,2023-01-01,Grains & Pulses,1,Atta (Wheat),39
7504213,2023-01-01,Grains & Pulses,2,Gram Dal,76
7504408,2023-01-01,Edible Oils,3,Groundnut Oil (Packed),186
7504570,2023-01-01,Others,4,Gur,64
7504772,2023-01-01,Grains & Pulses,5,Masoor Dal,96
7504977,2023-01-01,Others,6,Milk @,40
7505177,2023-01-01,Grains & Pulses,7,Moong Dal,116
7505380,2023-01-01,Edible Oils,8,Mustard Oil (Packed),177
7505582,2023-01-01,Vegetables,9,Onion,24
7505783,2023-01-01,Edible Oils,10,Palm Oil (Packed),97
7505944,2023-01-01,Vegetables,11,Potato,32
7506147,2023-01-01,Grains & Pulses,12,Rice,61
7506352,2023-01-01,Others,13,Salt Pack (Iodised),25
7506743,2023-01-01,Others,15,Sugar,38
7506945,2023-01-01,Edible Oils,16,Sunflower Oil (Packed),154
7507126,2023-01-01,Others,17,Tea Loose,303
7507325,2023-01-01,Vegetables,18,Tomato,20
7507527,2023-01-01,Grains & Pulses,19,Tur/Arhar Dal,127
7507730,2023-01-01,Grains & Pulses,20,Urad Dal,126
7507932,2023-01-01,Edible Oils,21,Vanaspati (Packed),120
7508129,2023-01-01,Grains & Pulses,22,Wheat,41
7508331,2023-01-02,Grains & Pulses,1,Atta (Wheat),39
7508672,2023-01-02,Grains & Pulses,2,Gram Dal,79
7508999,2023-01-02,Edible Oils,3,Groundnut Oil (Packed),186
7509262,2023-01-02,Others,4,Gur,63
7509590,2023-01-02,Grains & Pulses,5,Masoor Dal,96
7509931,2023-01-02,Others,6,Milk @,40
7510260,2023-01-02,Grains & Pulses,7,Moong Dal,119
7510598,2023-01-02,Edible Oils,8,Mustard Oil (Packed),177
7510934,2023-01-02,Vegetables,9,Onion,27
7511262,2023-01-02,Edible Oils,10,Palm Oil (Packed),97
7511528,2023-01-02,Vegetables,11,Potato,37
7511862,2023-01-02,Grains & Pulses,12,Rice,61
7512204,2023-01-02,Others,13,Salt Pack (Iodised),25
7512852,2023-01-02,Others,15,Sugar,38
7513186,2023-01-02,Edible Oils,16,Sunflower Oil (Packed),154
7513486,2023-01-02,Others,17,Tea Loose,303
7513812,2023-01-02,Vegetables,18,Tomato,22
7514143,2023-01-02,Grains & Pulses,19,Tur/Arhar Dal,129
7514479,2023-01-02,Grains & Pulses,20,Urad Dal,129
7514812,2023-01-02,Edible Oils,21,Vanaspati (Packed),120
7515134,2023-01-02,Grains & Pulses,22,Wheat,41
7515445,2023-01-03,Grains & Pulses,1,Atta (Wheat),39
7515806,2023-01-03,Grains & Pulses,2,Gram Dal,79
7516151,2023-01-03,Edible Oils,3,Groundnut Oil (Packed),193
7516420,2023-01-03,Others,4,Gur,63
7516772,2023-01-03,Grains & Pulses,5,Masoor Dal,96
7517134,2023-01-03,Others,6,Milk @,40
7517484,2023-01-03,Grains & Pulses,7,Moong Dal,119
7517842,2023-01-03,Edible Oils,8,Mustard Oil (Packed),182
7518193,2023-01-03,Vegetables,9,Onion,29
7518545,2023-01-03,Edible Oils,10,Palm Oil (Packed),97
7518824,2023-01-03,Vegetables,11,Potato,42
7519182,2023-01-03,Grains & Pulses,12,Rice,61
7519544,2023-01-03,Others,13,Salt Pack (Iodised),25
7520219,2023-01-03,Others,15,Sugar,38
7520577,2023-01-03,Edible Oils,16,Sunflower Oil (Packed),161
7520894,2023-01-03,Others,17,Tea Loose,303
7521245,2023-01-03,Vegetables,18,Tomato,23
7521600,2023-01-03,Grains & Pulses,19,Tur/Arhar Dal,129
7521953,2023-01-03,Grains & Pulses,20,Urad Dal,129
7522305,2023-01-03,Edible Oils,21,Vanaspati (Packed),121
7522643,2023-01-03,Grains & Pulses,22,Wheat,41
7522972,2023-01-04,Grains & Pulses,1,Atta (Wheat),39
7523330,2023-01-04,Grains & Pulses,2,Gram Dal,76
7523671,2023-01-04,Edible Oils,3,Groundnut Oil (Packed),193
7523935,2023-01-04,Others,4,Gur,63
7524279,2023-01-04,Grains & Pulses,5,Masoor Dal,93
7524636,2023-01-04,Others,6,Milk @,40
7524982,2023-01-04,Grains & Pulses,7,Moong Dal,117
7525337,2023-01-04,Edible Oils,8,Mustard Oil (Packed),182
7525683,2023-01-04,Vegetables,9,Onion,27
7526030,2023-01-04,Edible Oils,10,Palm Oil (Packed),97
7526309,2023-01-04,Vegetables,11,Potato,37
7526662,2023-01-04,Grains & Pulses,12,Rice,61
7527020,2023-01-04,Others,13,Salt Pack (Iodised),25
7527682,2023-01-04,Others,15,Sugar,38
7528033,2023-01-04,Edible Oils,16,Sunflower Oil (Packed),161
7528344,2023-01-04,Others,17,Tea Loose,303
7528689,2023-01-04,Vegetables,18,Tomato,23
7529039,2023-01-04,Grains & Pulses,19,Tur/Arhar Dal,126
7529390,2023-01-04,Grains & Pulses,20,Urad Dal,126
7529738,2023-01-04,Edible Oils,21,Vanaspati (Packed),121
7530070,2023-01-04,Grains & Pulses,22,Wheat,41
7530395,2023-01-05,Grains & Pulses,1,Atta (Wheat),39
7530759,2023-01-05,Grains & Pulses,2,Gram Dal,76
7531106,2023-01-05,Edible Oils,3,Groundnut Oil (Packed),189
7531375,2023-01-05,Others,4,Gur,63
7531724,2023-01-05,Grains & Pulses,5,Masoor Dal,93
7532090,2023-01-05,Others,6,Milk @,40
7532444,2023-01-05,Grains & Pulses,7,Moong Dal,117
7532806,2023-01-05,Edible Oils,8,Mustard Oil (Packed),179
7533158,2023-01-05,Vegetables,9,Onion,27
7533512,2023-01-05,Edible Oils,10,Palm Oil (Packed),98
7533792,2023-01-05,Vegetables,11,Potato,33
7534151,2023-01-05,Grains & Pulses,12,Rice,61
7534516,2023-01-05,Others,13,Salt Pack (Iodised),25
7535195,2023-01-05,Others,15,Sugar,38
7535554,2023-01-05,Edible Oils,16,Sunflower Oil (Packed),157
7535871,2023-01-05,Others,17,Tea Loose,303
7536225,2023-01-05,Vegetables,18,Tomato,23
7536580,2023-01-05,Grains & Pulses,19,Tur/Arhar Dal,126
7536937,2023-01-05,Grains & Pulses,20,Urad Dal,126
7537292,2023-01-05,Edible Oils,21,Vanaspati (Packed),119
7537628,2023-01-05,Grains & Pulses,22,Wheat,41
7537960,2023-01-06,Grains & Pulses,1,Atta (Wheat),39
7538321,2023-01-06,Grains & Pulses,2,Gram Dal,73
7538663,2023-01-06,Edible Oils,3,Groundnut Oil (Packed),189
7538932,2023-01-06,Others,4,Gur,63
7539280,2023-01-06,Grains & Pulses,5,Masoor Dal,89
7539641,2023-01-06,Others,6,Milk @,40
7539990,2023-01-06,Grains & Pulses,7,Moong Dal,111
7540347,2023-01-06,Edible Oils,8,Mustard Oil (Packed),179
7540696,2023-01-06,Vegetables,9,Onion,26
7541044,2023-01-06,Edible Oils,10,Palm Oil (Packed),98
7541323,2023-01-06,Vegetables,11,Potato,31
7541678,2023-01-06,Grains & Pulses,12,Rice,57
7542039,2023-01-06,Others,13,Salt Pack (Iodised),25
7542710,2023-01-06,Others,15,Sugar,38
7543065,2023-01-06,Edible Oils,16,Sunflower Oil (Packed),157
7543381,2023-01-06,Others,17,Tea Loose,303
7543733,2023-01-06,Vegetables,18,Tomato,21
7544083,2023-01-06,Grains & Pulses,19,Tur/Arhar Dal,122
7544436,2023-01-06,Grains & Pulses,20,Urad Dal,121
7544786,2023-01-06,Edible Oils,21,Vanaspati (Packed),119
7545122,2023-01-06,Grains & Pulses,22,Wheat,41
7545450,2023-01-07,Grains & Pulses,1,Atta (Wheat),39
7545778,2023-01-07,Grains & Pulses,2,Gram Dal,73
7546090,2023-01-07,Edible Oils,3,Groundnut Oil (Packed),189
7546333,2023-01-07,Others,4,Gur,63
7546649,2023-01-07,Grains & Pulses,5,Masoor Dal,89
7546976,2023-01-07,Others,6,Milk @,40
7547293,2023-01-07,Grains & Pulses,7,Moong Dal,111
7547616,2023-01-07,Edible Oils,8,Mustard Oil (Packed),179
7547933,2023-01-07,Vegetables,9,Onion,26
7548250,2023-01-07,Edible Oils,10,Palm Oil (Packed),98
7548507,2023-01-07,Vegetables,11,Potato,31
7548829,2023-01-07,Grains & Pulses,12,Rice,57
7549157,2023-01-07,Others,13,Salt Pack (Iodised),25
7549763,2023-01-07,Others,15,Sugar,38
7550085,2023-01-07,Edible Oils,16,Sunflower Oil (Packed),157
7550373,2023-01-07,Others,17,Tea Loose,303
7550690,2023-01-07,Vegetables,18,Tomato,21
7551011,2023-01-07,Grains & Pulses,19,Tur/Arhar Dal,122
7551332,2023-01-07,Grains & Pulses,20,Urad Dal,121
7551652,2023-01-07,Edible Oils,21,Vanaspati (Packed),119
7551958,2023-01-07,Grains & Pulses,22,Wheat,41
7552244,2023-01-08,Grains & Pulses,1,Atta (Wheat),39
7552457,2023-01-08,Grains & Pulses,2,Gram Dal,73
7552666,2023-01-08,Edible Oils,3,Groundnut Oil (Packed),189
7552848,2023-01-08,Others,4,Gur,63
7553059,2023-01-08,Grains & Pulses,5,Masoor Dal,89
7553273,2023-01-08,Others,6,Milk @,40
7553483,2023-01-08,Grains & Pulses,7,Moong Dal,111
7553697,2023-01-08,Edible Oils,8,Mustard Oil (Packed),179
7553910,2023-01-08,Vegetables,9,Onion,26
7554121,2023-01-08,Edible Oils,10,Palm Oil (Packed),98
7554299,2023-01-08,Vegetables,11,Potato,31
7554513,2023-01-08,Grains & Pulses,12,Rice,57
7554726,2023-01-08,Others,13,Salt Pack (Iodised),25
7555134,2023-01-08,Others,15,Sugar,38
7555344,2023-01-08,Edible Oils,16,Sunflower Oil (Packed),157
7555545,2023-01-08,Others,17,Tea Loose,303
7555757,2023-01-08,Vegetables,18,Tomato,21
7555971,2023-01-08,Grains & Pulses,19,Tur/Arhar Dal,122
7556184,2023-01-08,Grains & Pulses,20,Urad Dal,121
7556398,2023-01-08,Edible Oils,21,Vanaspati (Packed),119
7556609,2023-01-08,Grains & Pulses,22,Wheat,41
7556834,2023-01-09,Grains & Pulses,1,Atta (Wheat),39
7557154,2023-01-09,Grains & Pulses,2,Gram Dal,73
7557469,2023-01-09,Edible Oils,3,Groundnut Oil (Packed),189
7557731,2023-01-09,Others,4,Gur,63
7558051,2023-01-09,Grains & Pulses,5,Masoor Dal,89
7558370,2023-01-09,Others,6,Milk @,40
7558690,2023-01-09,Grains & Pulses,7,Moong Dal,111
7559010,2023-01-09,Edible Oils,8,Mustard Oil (Packed),179
7559338,2023-01-09,Vegetables,9,Onion,26
7559662,2023-01-09,Edible Oils,10,Palm Oil (Packed),98
7559929,2023-01-09,Vegetables,11,Potato,33
7560258,2023-01-09,Grains & Pulses,12,Rice,57
7560577,2023-01-09,Others,13,Salt Pack (Iodised),26
7561193,2023-01-09,Others,15,Sugar,38
7561511,2023-01-09,Edible Oils,16,Sunflower Oil (Packed),157
7561815,2023-01-09,Others,17,Tea Loose,303
7562134,2023-01-09,Vegetables,18,Tomato,23
7562463,2023-01-09,Grains & Pulses,19,Tur/Arhar Dal,122
7562783,2023-01-09,Grains & Pulses,20,Urad Dal,121
7563103,2023-01-09,Edible Oils,21,Vanaspati (Packed),119
7563424,2023-01-09,Grains & Pulses,22,Wheat,41
7563748,2023-01-10,Grains & Pulses,1,Atta (Wheat),39
7564117,2023-01-10,Grains & Pulses,2,Gram Dal,73
7564469,2023-01-10,Edible Oils,3,Groundnut Oil (Packed),183
7564745,2023-01-10,Others,4,Gur,63
7565102,2023-01-10,Grains & Pulses,5,Masoor Dal,89
7565471,2023-01-10,Others,6,Milk @,40
7565830,2023-01-10,Grains & Pulses,7,Moong Dal,111
7566196,2023-01-10,Edible Oils,8,Mustard Oil (Packed),181
7566555,2023-01-10,Vegetables,9,Onion,24
7566913,2023-01-10,Edible Oils,10,Palm Oil (Packed),98
7567196,2023-01-10,Vegetables,11,Potato,33
7567560,2023-01-10,Grains & Pulses,12,Rice,57
7567930,2023-01-10,Others,13,Salt Pack (Iodised),26
7568620,2023-01-10,Others,15,Sugar,38
7568985,2023-01-10,Edible Oils,16,Sunflower Oil (Packed),153
7569305,2023-01-10,Others,17,Tea Loose,303
7569667,2023-01-10,Vegetables,18,Tomato,21
7570028,2023-01-10,Grains & Pulses,19,Tur/Arhar Dal,122
7570390,2023-01-10,Grains & Pulses,20,Urad Dal,121
7570750,2023-01-10,Edible Oils,21,Vanaspati (Packed),121
7571094,2023-01-10,Grains & Pulses,22,Wheat,41
7571430,2023-01-11,Grains & Pulses,1,Atta (Wheat),41
7571797,2023-01-11,Grains & Pulses,2,Gram Dal,71
7572148,2023-01-11,Edible Oils,3,Groundnut Oil (Packed),183
7572420,2023-01-11,Others,4,Gur,61
7572775,2023-01-11,Grains & Pulses,5,Masoor Dal,91
7573143,2023-01-11,Others,6,Milk @,40
7573502,2023-01-11,Grains & Pulses,7,Moong Dal,105
7573868,2023-01-11,Edible Oils,8,Mustard Oil (Packed),181
7574226,2023-01-11,Vegetables,9,Onion,26
7574581,2023-01-11,Edible Oils,10,Palm Oil (Packed),98
7574865,2023-01-11,Vegetables,11,Potato,33
7575226,2023-01-11,Grains & Pulses,12,Rice,57
7575594,2023-01-11,Others,13,Salt Pack (Iodised),26
7576281,2023-01-11,Others,15,Sugar,39
7576645,2023-01-11,Edible Oils,16,Sunflower Oil (Packed),153
7576967,2023-01-11,Others,17,Tea Loose,303
7577325,2023-01-11,Vegetables,18,Tomato,23
7577682,2023-01-11,Grains & Pulses,19,Tur/Arhar Dal,122
7578043,2023-01-11,Grains & Pulses,20,Urad Dal,121
7578400,2023-01-11,Edible Oils,21,Vanaspati (Packed),121
7578743,2023-01-11,Grains & Pulses,22,Wheat,43
7579077,2023-01-12,Grains & Pulses,1,Atta (Wheat),41
7579448,2023-01-12,Grains & Pulses,2,Gram Dal,73
7579801,2023-01-12,Edible Oils,3,Groundnut Oil (Packed),183
7580076,2023-01-12,Others,4,Gur,61
7580435,2023-01-12,Grains & Pulses,5,Masoor Dal,93
7580805,2023-01-12,Others,6,Milk @,40
7581165,2023-01-12,Grains & Pulses,7,Moong Dal,111
7581532,2023-01-12,Edible Oils,8,Mustard Oil (Packed),181
7581894,2023-01-12,Vegetables,9,Onion,29
7582254,2023-01-12,Edible Oils,10,Palm Oil (Packed),98
7582537,2023-01-12,Vegetables,11,Potato,34
7582903,2023-01-12,Grains & Pulses,12,Rice,57
7583274,2023-01-12,Others,13,Salt Pack (Iodised),26
7583965,2023-01-12,Others,15,Sugar,39
7584330,2023-01-12,Edible Oils,16,Sunflower Oil (Packed),153
7584652,2023-01-12,Others,17,Tea Loose,303
7585013,2023-01-12,Vegetables,18,Tomato,23
7585376,2023-01-12,Grains & Pulses,19,Tur/Arhar Dal,122
7585740,2023-01-12,Grains & Pulses,20,Urad Dal,121
7586099,2023-01-12,Edible Oils,21,Vanaspati (Packed),121
7586447,2023-01-12,Grains & Pulses,22,Wheat,43
7586784,2023-01-13,Grains & Pulses,1,Atta (Wheat),41
7587165,2023-01-13,Grains & Pulses,2,Gram Dal,73
7587528,2023-01-13,Edible Oils,3,Groundnut Oil (Packed),183
7587806,2023-01-13,Others,4,Gur,61
7588169,2023-01-13,Grains & Pulses,5,Masoor Dal,93
7588550,2023-01-13,Others,6,Milk @,40
7588917,2023-01-13,Grains & Pulses,7,Moong Dal,111
7589295,2023-01-13,Edible Oils,8,Mustard Oil (Packed),181
7589660,2023-01-13,Vegetables,9,Onion,29
7590025,2023-01-13,Edible Oils,10,Palm Oil (Packed),98
7590305,2023-01-13,Vegetables,11,Potato,33
7590677,2023-01-13,Grains & Pulses,12,Rice,57
7591059,2023-01-13,Others,13,Salt Pack (Iodised),26
7591764,2023-01-13,Others,15,Sugar,39
7592136,2023-01-13,Edible Oils,16,Sunflower Oil (Packed),153
7592464,2023-01-13,Others,17,Tea Loose,303
7592829,2023-01-13,Vegetables,18,Tomato,23
7593197,2023-01-13,Grains & Pulses,19,Tur/Arhar Dal,122
7593571,2023-01-13,Grains & Pulses,20,Urad Dal,121
7593938,2023-01-13,Edible Oils,21,Vanaspati (Packed),121
7594289,2023-01-13,Grains & Pulses,22,Wheat,43
7594618,2023-01-14,Grains & Pulses,1,Atta (Wheat),41
7594910,2023-01-14,Grains & Pulses,2,Gram Dal,73
7595187,2023-01-14,Edible Oils,3,Groundnut Oil (Packed),183
7595402,2023-01-14,Others,4,Gur,61
7595683,2023-01-14,Grains & Pulses,5,Masoor Dal,93
7595975,2023-01-14,Others,6,Milk @,40
7596261,2023-01-14,Grains & Pulses,7,Moong Dal,111
7596549,2023-01-14,Edible Oils,8,Mustard Oil (Packed),181
7596834,2023-01-14,Vegetables,9,Onion,29
7597117,2023-01-14,Edible Oils,10,Palm Oil (Packed),98
7597340,2023-01-14,Vegetables,11,Potato,33
7597628,2023-01-14,Grains & Pulses,12,Rice,57
7597920,2023-01-14,Others,13,Salt Pack (Iodised),26
7598476,2023-01-14,Others,15,Sugar,39
7598764,2023-01-14,Edible Oils,16,Sunflower Oil (Packed),153
7599014,2023-01-14,Others,17,Tea Loose,303
7599299,2023-01-14,Vegetables,18,Tomato,23
7599585,2023-01-14,Grains & Pulses,19,Tur/Arhar Dal,122
7599871,2023-01-14,Grains & Pulses,20,Urad Dal,121
7600154,2023-01-14,Edible Oils,21,Vanaspati (Packed),121
7600427,2023-01-14,Grains & Pulses,22,Wheat,43
7600683,2023-01-15,Grains & Pulses,1,Atta (Wheat),41
7600892,2023-01-15,Grains & Pulses,2,Gram Dal,73
7601097,2023-01-15,Edible Oils,3,Groundnut Oil (Packed),183
7601282,2023-01-15,Others,4,Gur,61
7601500,2023-01-15,Grains & Pulses,5,Masoor Dal,93
7601709,2023-01-15,Others,6,Milk @,40
7601927,2023-01-15,Grains & Pulses,7,Moong Dal,111
7602137,2023-01-15,Edible Oils,8,Mustard Oil (Packed),181
7602359,2023-01-15,Vegetables,9,Onion,29
7602577,2023-01-15,Edible Oils,10,Palm Oil (Packed),98
7602761,2023-01-15,Vegetables,11,Potato,33
7602982,2023-01-15,Grains & Pulses,12,Rice,57
7603191,2023-01-15,Others,13,Salt Pack (Iodised),26
7603616,2023-01-15,Others,15,Sugar,39
7603834,2023-01-15,Edible Oils,16,Sunflower Oil (Packed),153
7604037,2023-01-15,Others,17,Tea Loose,303
7604256,2023-01-15,Vegetables,18,Tomato,23
7604477,2023-01-15,Grains & Pulses,19,Tur/Arhar Dal,122
7604686,2023-01-15,Grains & Pulses,20,Urad Dal,121
7604896,2023-01-15,Edible Oils,21,Vanaspati (Packed),121
7605114,2023-01-15,Grains & Pulses,22,Wheat,43
7605335,2023-01-16,Grains & Pulses,1,Atta (Wheat),41
7605671,2023-01-16,Grains & Pulses,2,Gram Dal,73
7605999,2023-01-16,Edible Oils,3,Groundnut Oil (Packed),183
7606273,2023-01-16,Others,4,Gur,61
7606610,2023-01-16,Grains & Pulses,5,Masoor Dal,93
7606944,2023-01-16,Others,6,Milk @,40
7607280,2023-01-16,Grains & Pulses,7,Moong Dal,111
7607616,2023-01-16,Edible Oils,8,Mustard Oil (Packed),181
7607972,2023-01-16,Vegetables,9,Onion,29
7608320,2023-01-16,Edible Oils,10,Palm Oil (Packed),98
7608599,2023-01-16,Vegetables,11,Potato,33
7608951,2023-01-16,Grains & Pulses,12,Rice,57
7609286,2023-01-16,Others,13,Salt Pack (Iodised),26
7609941,2023-01-16,Others,15,Sugar,39
7610277,2023-01-16,Edible Oils,16,Sunflower Oil (Packed),153
7610597,2023-01-16,Others,17,Tea Loose,303
7610934,2023-01-16,Vegetables,18,Tomato,23
7611286,2023-01-16,Grains & Pulses,19,Tur/Arhar Dal,122
7611622,2023-01-16,Grains & Pulses,20,Urad Dal,121
7611957,2023-01-16,Edible Oils,21,Vanaspati (Packed),121
7612297,2023-01-16,Grains & Pulses,22,Wheat,43
7612627,2023-01-17,Grains & Pulses,1,Atta (Wheat),41
7613012,2023-01-17,Grains & Pulses,2,Gram Dal,73
7613380,2023-01-17,Edible Oils,3,Groundnut Oil (Packed),183
7613660,2023-01-17,Others,4,Gur,61
7614034,2023-01-17,Grains & Pulses,5,Masoor Dal,93
7614419,2023-01-17,Others,6,Milk @,40
7614797,2023-01-17,Grains & Pulses,7,Moong Dal,111
7615181,2023-01-17,Edible Oils,8,Mustard Oil (Packed),181
7615558,2023-01-17,Vegetables,9,Onion,29
7615934,2023-01-17,Edible Oils,10,Palm Oil (Packed),98
7616227,2023-01-17,Vegetables,11,Potato,33
7616609,2023-01-17,Grains & Pulses,12,Rice,57
7616995,2023-01-17,Others,13,Salt Pack (Iodised),26
7617716,2023-01-17,Others,15,Sugar,39
7618100,2023-01-17,Edible Oils,16,Sunflower Oil (Packed),153
7618435,2023-01-17,Others,17,Tea Loose,303
7618811,2023-01-17,Vegetables,18,Tomato,23
7619190,2023-01-17,Grains & Pulses,19,Tur/Arhar Dal,122
7619569,2023-01-17,Grains & Pulses,20,Urad Dal,121
7619944,2023-01-17,Edible Oils,21,Vanaspati (Packed),121
7620305,2023-01-17,Grains & Pulses,22,Wheat,43
7620647,2023-01-18,Grains & Pulses,1,Atta (Wheat),41
7621036,2023-01-18,Grains & Pulses,2,Gram Dal,73
7621408,2023-01-18,Edible Oils,3,Groundnut Oil (Packed),183
7621690,2023-01-18,Others,4,Gur,61
7622063,2023-01-18,Grains & Pulses,5,Masoor Dal,93
7622452,2023-01-18,Others,6,Milk @,40
7622830,2023-01-18,Grains & Pulses,7,Moong Dal,111
7623218,2023-01-18,Edible Oils,8,Mustard Oil (Packed),181
7623595,2023-01-18,Vegetables,9,Onion,31
7623974,2023-01-18,Edible Oils,10,Palm Oil (Packed),98
7624265,2023-01-18,Vegetables,11,Potato,36
7624650,2023-01-18,Grains & Pulses,12,Rice,57
7625040,2023-01-18,Others,13,Salt Pack (Iodised),26
7625764,2023-01-18,Others,15,Sugar,39
7626148,2023-01-18,Edible Oils,16,Sunflower Oil (Packed),153
7626485,2023-01-18,Others,17,Tea Loose,303
7626862,2023-01-18,Vegetables,18,Tomato,27
7627243,2023-01-18,Grains & Pulses,19,Tur/Arhar Dal,122
7627626,2023-01-18,Grains & Pulses,20,Urad Dal,121
7628004,2023-01-18,Edible Oils,21,Vanaspati (Packed),121
7628366,2023-01-18,Grains & Pulses,22,Wheat,43
7628712,2023-01-19,Grains & Pulses,1,Atta (Wheat),41
7629097,2023-01-19,Grains & Pulses,2,Gram Dal,73
7629465,2023-01-19,Edible Oils,3,Groundnut Oil (Packed),179
7629744,2023-01-19,Others,4,Gur,61
7630114,2023-01-19,Grains & Pulses,5,Masoor Dal,93
7630501,2023-01-19,Others,6,Milk @,40
7630875,2023-01-19,Grains & Pulses,7,Moong Dal,111
7631260,2023-01-19,Edible Oils,8,Mustard Oil (Packed),186
7631635,2023-01-19,Vegetables,9,Onion,29
7632011,2023-01-19,Edible Oils,10,Palm Oil (Packed),97
7632307,2023-01-19,Vegetables,11,Potato,34
7632690,2023-01-19,Grains & Pulses,12,Rice,57
7633077,2023-01-19,Others,13,Salt Pack (Iodised),26
7633791,2023-01-19,Others,15,Sugar,39
7634171,2023-01-19,Edible Oils,16,Sunflower Oil (Packed),151
7634507,2023-01-19,Others,17,Tea Loose,303
7634880,2023-01-19,Vegetables,18,Tomato,31
7635257,2023-01-19,Grains & Pulses,19,Tur/Arhar Dal,122
7635638,2023-01-19,Grains & Pulses,20,Urad Dal,121
7636012,2023-01-19,Edible Oils,21,Vanaspati (Packed),129
7636373,2023-01-19,Grains & Pulses,22,Wheat,43
7636716,2023-01-20,Grains & Pulses,1,Atta (Wheat),41
7637102,2023-01-20,Grains & Pulses,2,Gram Dal,71
7637473,2023-01-20,Edible Oils,3,Groundnut Oil (Packed),179
7637752,2023-01-20,Others,4,Gur,61
7638125,2023-01-20,Grains & Pulses,5,Masoor Dal,91
7638513,2023-01-20,Others,6,Milk @,40
7638891,2023-01-20,Grains & Pulses,7,Moong Dal,107
7639277,2023-01-20,Edible Oils,8,Mustard Oil (Packed),186
7639653,2023-01-20,Vegetables,9,Onion,31
7640028,2023-01-20,Edible Oils,10,Palm Oil (Packed),97
7640321,2023-01-20,Vegetables,11,Potato,36
7640702,2023-01-20,Grains & Pulses,12,Rice,57
7641088,2023-01-20,Others,13,Salt Pack (Iodised),26
7641803,2023-01-20,Others,15,Sugar,39
7642185,2023-01-20,Edible Oils,16,Sunflower Oil (Packed),151
7642521,2023-01-20,Others,17,Tea Loose,303
7642892,2023-01-20,Vegetables,18,Tomato,37
7643267,2023-01-20,Grains & Pulses,19,Tur/Arhar Dal,112
7643649,2023-01-20,Grains & Pulses,20,Urad Dal,117
7644023,2023-01-20,Edible Oils,21,Vanaspati (Packed),129
7644383,2023-01-20,Grains & Pulses,22,Wheat,41
7644723,2023-01-21,Grains & Pulses,1,Atta (Wheat),41
7645081,2023-01-21,Grains & Pulses,2,Gram Dal,71
7645425,2023-01-21,Edible Oils,3,Groundnut Oil (Packed),179
7645682,2023-01-21,Others,4,Gur,61
7646027,2023-01-21,Grains & Pulses,5,Masoor Dal,91
7646386,2023-01-21,Others,6,Milk @,40
7646736,2023-01-21,Grains & Pulses,7,Moong Dal,107
7647094,2023-01-21,Edible Oils,8,Mustard Oil (Packed),186
7647442,2023-01-21,Vegetables,9,Onion,31
7647791,2023-01-21,Edible Oils,10,Palm Oil (Packed),97
7648074,2023-01-21,Vegetables,11,Potato,36
7648427,2023-01-21,Grains & Pulses,12,Rice,57
7648787,2023-01-21,Others,13,Salt Pack (Iodised),26
7649448,2023-01-21,Others,15,Sugar,39
7649799,2023-01-21,Edible Oils,16,Sunflower Oil (Packed),151
7650112,2023-01-21,Others,17,Tea Loose,303
7650455,2023-01-21,Vegetables,18,Tomato,37
7650806,2023-01-21,Grains & Pulses,19,Tur/Arhar Dal,112
7651162,2023-01-21,Grains & Pulses,20,Urad Dal,117
7651512,2023-01-21,Edible Oils,21,Vanaspati (Packed),129
7651850,2023-01-21,Grains & Pulses,22,Wheat,41
7657174,2023-01-23,Grains & Pulses,1,Atta (Wheat),41
7657559,2023-01-23,Grains & Pulses,2,Gram Dal,71
7657927,2023-01-23,Edible Oils,3,Groundnut Oil (Packed),179
7658210,2023-01-23,Others,4,Gur,61
7658578,2023-01-23,Grains & Pulses,5,Masoor Dal,91
7658963,2023-01-23,Others,6,Milk @,40
7659336,2023-01-23,Grains & Pulses,7,Moong Dal,107
7659718,2023-01-23,Edible Oils,8,Mustard Oil (Packed),186
7660090,2023-01-23,Vegetables,9,Onion,28
7660464,2023-01-23,Edible Oils,10,Palm Oil (Packed),97
7660756,2023-01-23,Vegetables,11,Potato,27
7661135,2023-01-23,Grains & Pulses,12,Rice,57
7661521,2023-01-23,Others,13,Salt Pack (Iodised),26
7662231,2023-01-23,Others,15,Sugar,39
7662609,2023-01-23,Edible Oils,16,Sunflower Oil (Packed),151
7662940,2023-01-23,Others,17,Tea Loose,303
7663311,2023-01-23,Vegetables,18,Tomato,29
7663685,2023-01-23,Grains & Pulses,19,Tur/Arhar Dal,112
7664063,2023-01-23,Grains & Pulses,20,Urad Dal,117
7664435,2023-01-23,Edible Oils,21,Vanaspati (Packed),129
7664791,2023-01-23,Grains & Pulses,22,Wheat,41
7665136,2023-01-24,Grains & Pulses,1,Atta (Wheat),41
7665528,2023-01-24,Grains & Pulses,2,Gram Dal,71
7665906,2023-01-24,Edible Oils,3,Groundnut Oil (Packed),181
7666194,2023-01-24,Others,4,Gur,61
7666569,2023-01-24,Grains & Pulses,5,Masoor Dal,91
7666961,2023-01-24,Others,6,Milk @,40
7667342,2023-01-24,Grains & Pulses,7,Moong Dal,107
7667732,2023-01-24,Edible Oils,8,Mustard Oil (Packed),186
7668114,2023-01-24,Vegetables,9,Onion,31
7668497,2023-01-24,Edible Oils,10,Palm Oil (Packed),97
7668797,2023-01-24,Vegetables,11,Potato,27
