id,date,commodity_group,commodity_id,commodity,price
8086299,2023-03-20,Others,15,Sugar,39
8086709,2023-03-20,Edible Oils,16,Sunflower Oil (Packed),131
8087076,2023-03-20,Others,17,Tea Loose,303
8087478,2023-03-20,Vegetables,18,Tomato,27
8087887,2023-03-20,Grains & Pulses,19,Tur/Arhar Dal,119
8088295,2023-03-20,Grains & Pulses,20,Urad Dal,113
8088695,2023-03-20,Edible Oils,21,Vanaspati (Packed),116
8089082,2023-03-20,Grains & Pulses,22,Wheat,41
8089451,2023-03-21,Grains & Pulses,1,Atta (Wheat),35
8089861,2023-03-21,Grains & Pulses,2,Gram Dal,69
8090255,2023-03-21,Edible Oils,3,Groundnut Oil (Packed),202
8090552,2023-03-21,Others,4,Gur,55
8090945,2023-03-21,Grains & Pulses,5,Masoor Dal,85
8091355,2023-03-21,Others,6,Milk @,40
8091751,2023-03-21,Grains & Pulses,7,Moong Dal,111
8092155,2023-03-21,Edible Oils,8,Mustard Oil (Packed),176
8092556,2023-03-21,Vegetables,9,Onion,26
8092954,2023-03-21,Edible Oils,10,Palm Oil (Packed),98
8093261,2023-03-21,Vegetables,11,Potato,23
8093664,2023-03-21,Grains & Pulses,12,Rice,59
8094075,2023-03-21,Others,13,Salt Pack (Iodised),26
8094838,2023-03-21,Others,15,Sugar,39
8095242,2023-03-21,Edible Oils,16,Sunflower Oil (Packed),131
8095601,2023-03-21,Others,17,Tea Loose,303
8095995,2023-03-21,Vegetables,18,Tomato,27
8096393,2023-03-21,Grains & Pulses,19,Tur/Arhar Dal,119
8096793,2023-03-21,Grains & Pulses,20,Urad Dal,113
8097187,2023-03-21,Edible Oils,21,Vanaspati (Packed),113
8097566,2023-03-21,Grains & Pulses,22,Wheat,41
8097928,2023-03-22,Grains & Pulses,1,Atta (Wheat),35
8098315,2023-03-22,Grains & Pulses,2,Gram Dal,69
8098685,2023-03-22,Edible Oils,3,Groundnut Oil (Packed),202
8098961,2023-03-22,Others,4,Gur,55
8099327,2023-03-22,Grains & Pulses,5,Masoor Dal,85
8099712,2023-03-22,Others,6,Milk @,40
8100082,2023-03-22,Grains & Pulses,7,Moong Dal,111
8100462,2023-03-22,Edible Oils,8,Mustard Oil (Packed),176
8100837,2023-03-22,Vegetables,9,Onion,26
8101213,2023-03-22,Edible Oils,10,Palm Oil (Packed),98
8101501,2023-03-22,Vegetables,11,Potato,23
8101881,2023-03-22,Grains & Pulses,12,Rice,59
8102267,2023-03-22,Others,13,Salt Pack (Iodised),26
8102980,2023-03-22,Others,15,Sugar,39
8103359,2023-03-22,Edible Oils,16,Sunflower Oil (Packed),131
8103694,2023-03-22,Others,17,Tea Loose,303
8104066,2023-03-22,Vegetables,18,Tomato,27
8104443,2023-03-22,Grains & Pulses,19,Tur/Arhar Dal,119
8104819,2023-03-22,Grains & Pulses,20,Urad Dal,113
8105189,2023-03-22,Edible Oils,21,Vanaspati (Packed),113
8105545,2023-03-22,Grains & Pulses,22,Wheat,41
8105886,2023-03-23,Grains & Pulses,1,Atta (Wheat),38
8106286,2023-03-23,Grains & Pulses,2,Gram Dal,71
8106671,2023-03-23,Edible Oils,3,Groundnut Oil (Packed),202
8106947,2023-03-23,Others,4,Gur,56
8107331,2023-03-23,Grains & Pulses,5,Masoor Dal,89
8107731,2023-03-23,Others,6,Milk @,40
8108120,2023-03-23,Grains & Pulses,7,Moong Dal,115
8108514,2023-03-23,Edible Oils,8,Mustard Oil (Packed),176
8108899,2023-03-23,Vegetables,9,Onion,23
8109284,2023-03-23,Edible Oils,10,Palm Oil (Packed),98
8109594,2023-03-23,Vegetables,11,Potato,23
8109984,2023-03-23,Grains & Pulses,12,Rice,59
8110386,2023-03-23,Others,13,Salt Pack (Iodised),26
8111125,2023-03-23,Others,15,Sugar,40
8111520,2023-03-23,Edible Oils,16,Sunflower Oil (Packed),131
8111867,2023-03-23,Others,17,Tea Loose,303
8112253,2023-03-23,Vegetables,18,Tomato,25
8112638,2023-03-23,Grains & Pulses,19,Tur/Arhar Dal,122
8113028,2023-03-23,Grains & Pulses,20,Urad Dal,116
8113412,2023-03-23,Edible Oils,21,Vanaspati (Packed),113
8113777,2023-03-23,Grains & Pulses,22,Wheat,41
8114125,2023-03-24,Grains & Pulses,1,Atta (Wheat),38
8114545,2023-03-24,Grains & Pulses,2,Gram Dal,71
8114951,2023-03-24,Edible Oils,3,Groundnut Oil (Packed),199
8115254,2023-03-24,Others,4,Gur,56
8115661,2023-03-24,Grains & Pulses,5,Masoor Dal,89
8116083,2023-03-24,Others,6,Milk @,40
8116494,2023-03-24,Grains & Pulses,7,Moong Dal,115
8116910,2023-03-24,Edible Oils,8,Mustard Oil (Packed),179
8117321,2023-03-24,Vegetables,9,Onion,23
8117731,2023-03-24,Edible Oils,10,Palm Oil (Packed),96
8118054,2023-03-24,Vegetables,11,Potato,22
8118470,2023-03-24,Grains & Pulses,12,Rice,59
8118893,2023-03-24,Others,13,Salt Pack (Iodised),26
8119680,2023-03-24,Others,15,Sugar,40
8120096,2023-03-24,Edible Oils,16,Sunflower Oil (Packed),131
8120468,2023-03-24,Others,17,Tea Loose,303
8120876,2023-03-24,Vegetables,18,Tomato,25
8121289,2023-03-24,Grains & Pulses,19,Tur/Arhar Dal,122
8121703,2023-03-24,Grains & Pulses,20,Urad Dal,116
8122108,2023-03-24,Edible Oils,21,Vanaspati (Packed),114
8122501,2023-03-24,Grains & Pulses,22,Wheat,41
8122861,2023-03-25,Grains & Pulses,1,Atta (Wheat),38
8123230,2023-03-25,Grains & Pulses,2,Gram Dal,71
8123591,2023-03-25,Edible Oils,3,Groundnut Oil (Packed),199
8123863,2023-03-25,Others,4,Gur,56
8124222,2023-03-25,Grains & Pulses,5,Masoor Dal,89
8124591,2023-03-25,Others,6,Milk @,40
8124952,2023-03-25,Grains & Pulses,7,Moong Dal,115
8125321,2023-03-25,Edible Oils,8,Mustard Oil (Packed),179
8125680,2023-03-25,Vegetables,9,Onion,23
8126036,2023-03-25,Edible Oils,10,Palm Oil (Packed),96
8126331,2023-03-25,Vegetables,11,Potato,22
8126691,2023-03-25,Grains & Pulses,12,Rice,59
8127060,2023-03-25,Others,13,Salt Pack (Iodised),26
8127746,2023-03-25,Others,15,Sugar,40
8128109,2023-03-25,Edible Oils,16,Sunflower Oil (Packed),131
8128441,2023-03-25,Others,17,Tea Loose,303
8128798,2023-03-25,Vegetables,18,Tomato,25
8129156,2023-03-25,Grains & Pulses,19,Tur/Arhar Dal,122
8129524,2023-03-25,Grains & Pulses,20,Urad Dal,116
8129886,2023-03-25,Edible Oils,21,Vanaspati (Packed),114
8130239,2023-03-25,Grains & Pulses,22,Wheat,41
8130564,2023-03-26,Grains & Pulses,1,Atta (Wheat),38
8130829,2023-03-26,Grains & Pulses,2,Gram Dal,71
8131085,2023-03-26,Edible Oils,3,Groundnut Oil (Packed),199
8131287,2023-03-26,Others,4,Gur,56
8131546,2023-03-26,Grains & Pulses,5,Masoor Dal,89
8131811,2023-03-26,Others,6,Milk @,40
8132070,2023-03-26,Grains & Pulses,7,Moong Dal,115
8132334,2023-03-26,Edible Oils,8,Mustard Oil (Packed),179
8132591,2023-03-26,Vegetables,9,Onion,23
8132846,2023-03-26,Edible Oils,10,Palm Oil (Packed),96
8133055,2023-03-26,Vegetables,11,Potato,22
8133315,2023-03-26,Grains & Pulses,12,Rice,59
8133581,2023-03-26,Others,13,Salt Pack (Iodised),26
8134078,2023-03-26,Others,15,Sugar,40
8134336,2023-03-26,Edible Oils,16,Sunflower Oil (Packed),131
8134570,2023-03-26,Others,17,Tea Loose,303
8134828,2023-03-26,Vegetables,18,Tomato,25
8135087,2023-03-26,Grains & Pulses,19,Tur/Arhar Dal,122
8135351,2023-03-26,Grains & Pulses,20,Urad Dal,116
8135611,2023-03-26,Edible Oils,21,Vanaspati (Packed),114
8135860,2023-03-26,Grains & Pulses,22,Wheat,41
8136106,2023-03-27,Grains & Pulses,1,Atta (Wheat),38
8136530,2023-03-27,Grains & Pulses,2,Gram Dal,73
8136940,2023-03-27,Edible Oils,3,Groundnut Oil (Packed),199
8137233,2023-03-27,Others,4,Gur,56
8137631,2023-03-27,Grains & Pulses,5,Masoor Dal,91
8138056,2023-03-27,Others,6,Milk @,40
8138456,2023-03-27,Grains & Pulses,7,Moong Dal,115
8138876,2023-03-27,Edible Oils,8,Mustard Oil (Packed),179
8139277,2023-03-27,Vegetables,9,Onion,26
8139677,2023-03-27,Edible Oils,10,Palm Oil (Packed),96
8139995,2023-03-27,Vegetables,11,Potato,22
8140401,2023-03-27,Grains & Pulses,12,Rice,59
8140826,2023-03-27,Others,13,Salt Pack (Iodised),26
8141588,2023-03-27,Others,15,Sugar,40
8141996,2023-03-27,Edible Oils,16,Sunflower Oil (Packed),131
8142361,2023-03-27,Others,17,Tea Loose,303
8142757,2023-03-27,Vegetables,18,Tomato,26
8143159,2023-03-27,Grains & Pulses,19,Tur/Arhar Dal,122
8143576,2023-03-27,Grains & Pulses,20,Urad Dal,119
8143989,2023-03-27,Edible Oils,21,Vanaspati (Packed),114
8144374,2023-03-27,Grains & Pulses,22,Wheat,41
8144743,2023-03-28,Grains & Pulses,1,Atta (Wheat),38
8145173,2023-03-28,Grains & Pulses,2,Gram Dal,73
8145589,2023-03-28,Edible Oils,3,Groundnut Oil (Packed),196
8145894,2023-03-28,Others,4,Gur,56
8146309,2023-03-28,Grains & Pulses,5,Masoor Dal,91
8146739,2023-03-28,Others,6,Milk @,40
8147156,2023-03-28,Grains & Pulses,7,Moong Dal,115
8147582,2023-03-28,Edible Oils,8,Mustard Oil (Packed),181
8148000,2023-03-28,Vegetables,9,Onion,26
8148424,2023-03-28,Edible Oils,10,Palm Oil (Packed),97
8148753,2023-03-28,Vegetables,11,Potato,22
8149181,2023-03-28,Grains & Pulses,12,Rice,59
8149613,2023-03-28,Others,13,Salt Pack (Iodised),26
8150414,2023-03-28,Others,15,Sugar,40
8150841,2023-03-28,Edible Oils,16,Sunflower Oil (Packed),128
8151220,2023-03-28,Others,17,Tea Loose,303
8151635,2023-03-28,Vegetables,18,Tomato,26
8152058,2023-03-28,Grains & Pulses,19,Tur/Arhar Dal,122
8152479,2023-03-28,Grains & Pulses,20,Urad Dal,119
8152893,2023-03-28,Edible Oils,21,Vanaspati (Packed),113
8153292,2023-03-28,Grains & Pulses,22,Wheat,41
8153665,2023-03-29,Grains & Pulses,1,Atta (Wheat),37
8154091,2023-03-29,Grains & Pulses,2,Gram Dal,73
8154500,2023-03-29,Edible Oils,3,Groundnut Oil (Packed),196
8154801,2023-03-29,Others,4,Gur,56
8155211,2023-03-29,Grains & Pulses,5,Masoor Dal,93
8155634,2023-03-29,Others,6,Milk @,40
8156048,2023-03-29,Grains & Pulses,7,Moong Dal,115
8156467,2023-03-29,Edible Oils,8,Mustard Oil (Packed),181
8156878,2023-03-29,Vegetables,9,Onion,26
8157295,2023-03-29,Edible Oils,10,Palm Oil (Packed),97
8157624,2023-03-29,Vegetables,11,Potato,22
8158047,2023-03-29,Grains & Pulses,12,Rice,59
8158473,2023-03-29,Others,13,Salt Pack (Iodised),26
8159262,2023-03-29,Others,15,Sugar,40
8159682,2023-03-29,Edible Oils,16,Sunflower Oil (Packed),128
8160056,2023-03-29,Others,17,Tea Loose,303
8160467,2023-03-29,Vegetables,18,Tomato,24
8160886,2023-03-29,Grains & Pulses,19,Tur/Arhar Dal,122
8161301,2023-03-29,Grains & Pulses,20,Urad Dal,119
8161710,2023-03-29,Edible Oils,21,Vanaspati (Packed),113
8162103,2023-03-29,Grains & Pulses,22,Wheat,41
8162469,2023-03-30,Grains & Pulses,1,Atta (Wheat),37
8162815,2023-03-30,Grains & Pulses,2,Gram Dal,73
8163147,2023-03-30,Edible Oils,3,Groundnut Oil (Packed),193
8163387,2023-03-30,Others,4,Gur,56
8163719,2023-03-30,Grains & Pulses,5,Masoor Dal,93
8164065,2023-03-30,Others,6,Milk @,40
8164406,2023-03-30,Grains & Pulses,7,Moong Dal,115
8164744,2023-03-30,Edible Oils,8,Mustard Oil (Packed),177
8165082,2023-03-30,Vegetables,9,Onion,25
8165420,2023-03-30,Edible Oils,10,Palm Oil (Packed),98
8165698,2023-03-30,Vegetables,11,Potato,22
8166042,2023-03-30,Grains & Pulses,12,Rice,59
8166391,2023-03-30,Others,13,Salt Pack (Iodised),26
8167039,2023-03-30,Others,15,Sugar,40
8167382,2023-03-30,Edible Oils,16,Sunflower Oil (Packed),126
8167687,2023-03-30,Others,17,Tea Loose,303
8168026,2023-03-30,Vegetables,18,Tomato,23
8168367,2023-03-30,Grains & Pulses,19,Tur/Arhar Dal,122
8168702,2023-03-30,Grains & Pulses,20,Urad Dal,119
8169032,2023-03-30,Edible Oils,21,Vanaspati (Packed),111
8169354,2023-03-30,Grains & Pulses,22,Wheat,41
8169657,2023-03-31,Grains & Pulses,1,Atta (Wheat),37
8170085,2023-03-31,Grains & Pulses,2,Gram Dal,73
8170497,2023-03-31,Edible Oils,3,Groundnut Oil (Packed),193
8170802,2023-03-31,Others,4,Gur,56
8171214,2023-03-31,Grains & Pulses,5,Masoor Dal,91
8171641,2023-03-31,Others,6,Milk @,40
8172056,2023-03-31,Grains & Pulses,7,Moong Dal,113
8172477,2023-03-31,Edible Oils,8,Mustard Oil (Packed),177
8172892,2023-03-31,Vegetables,9,Onion,23
8173312,2023-03-31,Edible Oils,10,Palm Oil (Packed),98
8173641,2023-03-31,Vegetables,11,Potato,22
8174068,2023-03-31,Grains & Pulses,12,Rice,59
8174497,2023-03-31,Others,13,Salt Pack (Iodised),26
8175291,2023-03-31,Others,15,Sugar,40
8175713,2023-03-31,Edible Oils,16,Sunflower Oil (Packed),126
8176092,2023-03-31,Others,17,Tea Loose,303
8176506,2023-03-31,Vegetables,18,Tomato,21
8176928,2023-03-31,Grains & Pulses,19,Tur/Arhar Dal,118
8177347,2023-03-31,Grains & Pulses,20,Urad Dal,116
8177758,2023-03-31,Edible Oils,21,Vanaspati (Packed),111
8178157,2023-03-31,Grains & Pulses,22,Wheat,41
8178524,2023-04-01,Grains & Pulses,1,Atta (Wheat),37
8178889,2023-04-01,Grains & Pulses,2,Gram Dal,73
8179243,2023-04-01,Edible Oils,3,Groundnut Oil (Packed),193
8179511,2023-04-01,Others,4,Gur,56
8179866,2023-04-01,Grains & Pulses,5,Masoor Dal,91
8180230,2023-04-01,Others,6,Milk @,40
8180587,2023-04-01,Grains & Pulses,7,Moong Dal,113
8180950,2023-04-01,Edible Oils,8,Mustard Oil (Packed),177
8181309,2023-04-01,Vegetables,9,Onion,23
8181668,2023-04-01,Edible Oils,10,Palm Oil (Packed),98
8181967,2023-04-01,Vegetables,11,Potato,22
8182330,2023-04-01,Grains & Pulses,12,Rice,59
8182694,2023-04-01,Others,13,Salt Pack (Iodised),26
8183377,2023-04-01,Others,15,Sugar,40
8183737,2023-04-01,Edible Oils,16,Sunflower Oil (Packed),126
8184066,2023-04-01,Others,17,Tea Loose,303
8184423,2023-04-01,Vegetables,18,Tomato,21
8184783,2023-04-01,Grains & Pulses,19,Tur/Arhar Dal,118
8185144,2023-04-01,Grains & Pulses,20,Urad Dal,116
8185501,2023-04-01,Edible Oils,21,Vanaspati (Packed),111
8185851,2023-04-01,Grains & Pulses,22,Wheat,41
8186168,2023-04-02,Grains & Pulses,1,Atta (Wheat),37
8186430,2023-04-02,Grains & Pulses,2,Gram Dal,73
8186684,2023-04-02,Edible Oils,3,Groundnut Oil (Packed),193
8186885,2023-04-02,Others,4,Gur,56
8187142,2023-04-02,Grains & Pulses,5,Masoor Dal,91
8187404,2023-04-02,Others,6,Milk @,40
8187661,2023-04-02,Grains & Pulses,7,Moong Dal,113
8187923,2023-04-02,Edible Oils,8,Mustard Oil (Packed),177
8188180,2023-04-02,Vegetables,9,Onion,23
8188435,2023-04-02,Edible Oils,10,Palm Oil (Packed),98
8188649,2023-04-02,Vegetables,11,Potato,22
8188907,2023-04-02,Grains & Pulses,12,Rice,59
8189169,2023-04-02,Others,13,Salt Pack (Iodised),26
8189659,2023-04-02,Others,15,Sugar,40
8189916,2023-04-02,Edible Oils,16,Sunflower Oil (Packed),126
8190150,2023-04-02,Others,17,Tea Loose,303
8190404,2023-04-02,Vegetables,18,Tomato,21
8190660,2023-04-02,Grains & Pulses,19,Tur/Arhar Dal,118
8190922,2023-04-02,Grains & Pulses,20,Urad Dal,116
8191181,2023-04-02,Edible Oils,21,Vanaspati (Packed),111
8191433,2023-04-02,Grains & Pulses,22,Wheat,41
8191679,2023-04-03,Grains & Pulses,1,Atta (Wheat),37
8192082,2023-04-03,Grains & Pulses,2,Gram Dal,73
8192470,2023-04-03,Edible Oils,3,Groundnut Oil (Packed),193
8192753,2023-04-03,Others,4,Gur,56
8193138,2023-04-03,Grains & Pulses,5,Masoor Dal,91
8193544,2023-04-03,Others,6,Milk @,40
8193934,2023-04-03,Grains & Pulses,7,Moong Dal,113
8194333,2023-04-03,Edible Oils,8,Mustard Oil (Packed),177
8194725,2023-04-03,Vegetables,9,Onion,19
8195118,2023-04-03,Edible Oils,10,Palm Oil (Packed),98
8195440,2023-04-03,Vegetables,11,Potato,21
8195838,2023-04-03,Grains & Pulses,12,Rice,59
8196244,2023-04-03,Others,13,Salt Pack (Iodised),26
8196992,2023-04-03,Others,15,Sugar,40
8197388,2023-04-03,Edible Oils,16,Sunflower Oil (Packed),126
8197742,2023-04-03,Others,17,Tea Loose,303
8198128,2023-04-03,Vegetables,18,Tomato,23
8198522,2023-04-03,Grains & Pulses,19,Tur/Arhar Dal,118
8198917,2023-04-03,Grains & Pulses,20,Urad Dal,116
8199304,2023-04-03,Edible Oils,21,Vanaspati (Packed),111
8199679,2023-04-03,Grains & Pulses,22,Wheat,41
8200025,2023-04-04,Grains & Pulses,1,Atta (Wheat),37
8200430,2023-04-04,Grains & Pulses,2,Gram Dal,73
8200819,2023-04-04,Edible Oils,3,Groundnut Oil (Packed),193
8201104,2023-04-04,Others,4,Gur,56
8201493,2023-04-04,Grains & Pulses,5,Masoor Dal,91
8201900,2023-04-04,Others,6,Milk @,40
8202293,2023-04-04,Grains & Pulses,7,Moong Dal,113
8202693,2023-04-04,Edible Oils,8,Mustard Oil (Packed),177
8203087,2023-04-04,Vegetables,9,Onion,19
8203483,2023-04-04,Edible Oils,10,Palm Oil (Packed),98
8203795,2023-04-04,Vegetables,11,Potato,21
8204196,2023-04-04,Grains & Pulses,12,Rice,59
8204601,2023-04-04,Others,13,Salt Pack (Iodised),26
8205352,2023-04-04,Others,15,Sugar,40
8205751,2023-04-04,Edible Oils,16,Sunflower Oil (Packed),126
8206110,2023-04-04,Others,17,Tea Loose,303
8206500,2023-04-04,Vegetables,18,Tomato,23
8206899,2023-04-04,Grains & Pulses,19,Tur/Arhar Dal,118
8207296,2023-04-04,Grains & Pulses,20,Urad Dal,116
8207683,2023-04-04,Edible Oils,21,Vanaspati (Packed),111
8208057,2023-04-04,Grains & Pulses,22,Wheat,41
8208406,2023-04-05,Grains & Pulses,1,Atta (Wheat),37
8208827,2023-04-05,Grains & Pulses,2,Gram Dal,73
8209234,2023-04-05,Edible Oils,3,Groundnut Oil (Packed),191
8209527,2023-04-05,Others,4,Gur,56
8209930,2023-04-05,Grains & Pulses,5,Masoor Dal,91
8210354,2023-04-05,Others,6,Milk @,40
8210760,2023-04-05,Grains & Pulses,7,Moong Dal,113
8211178,2023-04-05,Edible Oils,8,Mustard Oil (Packed),177
8211589,2023-04-05,Vegetables,9,Onion,21
8212001,2023-04-05,Edible Oils,10,Palm Oil (Packed),98
8212327,2023-04-05,Vegetables,11,Potato,21
8212745,2023-04-05,Grains & Pulses,12,Rice,59
8213169,2023-04-05,Others,13,Salt Pack (Iodised),26
8213954,2023-04-05,Others,15,Sugar,40
8214368,2023-04-05,Edible Oils,16,Sunflower Oil (Packed),128
8214739,2023-04-05,Others,17,Tea Loose,303
8215142,2023-04-05,Vegetables,18,Tomato,21
8215554,2023-04-05,Grains & Pulses,19,Tur/Arhar Dal,123
8215968,2023-04-05,Grains & Pulses,20,Urad Dal,119
8216371,2023-04-05,Edible Oils,21,Vanaspati (Packed),111
8216758,2023-04-05,Grains & Pulses,22,Wheat,41
8217120,2023-04-06,Grains & Pulses,1,Atta (Wheat),37
8217546,2023-04-06,Grains & Pulses,2,Gram Dal,73
8217956,2023-04-06,Edible Oils,3,Groundnut Oil (Packed),191
8218259,2023-04-06,Others,4,Gur,59
8218665,2023-04-06,Grains & Pulses,5,Masoor Dal,96
8219091,2023-04-06,Others,6,Milk @,40
8219501,2023-04-06,Grains & Pulses,7,Moong Dal,113
8219922,2023-04-06,Edible Oils,8,Mustard Oil (Packed),176
8220339,2023-04-06,Vegetables,9,Onion,23
8220754,2023-04-06,Edible Oils,10,Palm Oil (Packed),98
8221082,2023-04-06,Vegetables,11,Potato,21
8221504,2023-04-06,Grains & Pulses,12,Rice,59
8221931,2023-04-06,Others,13,Salt Pack (Iodised),26
8222733,2023-04-06,Others,15,Sugar,41
8223149,2023-04-06,Edible Oils,16,Sunflower Oil (Packed),128
8223524,2023-04-06,Others,17,Tea Loose,303
8223930,2023-04-06,Vegetables,18,Tomato,21
8224346,2023-04-06,Grains & Pulses,19,Tur/Arhar Dal,126
8224764,2023-04-06,Grains & Pulses,20,Urad Dal,121
8225169,2023-04-06,Edible Oils,21,Vanaspati (Packed),111
8225564,2023-04-06,Grains & Pulses,22,Wheat,41
8225924,2023-04-07,Grains & Pulses,1,Atta (Wheat),37
8226251,2023-04-07,Grains & Pulses,2,Gram Dal,73
8226564,2023-04-07,Edible Oils,3,Groundnut Oil (Packed),191
8226811,2023-04-07,Others,4,Gur,59
8227128,2023-04-07,Grains & Pulses,5,Masoor Dal,96
8227453,2023-04-07,Others,6,Milk @,40
8227770,2023-04-07,Grains & Pulses,7,Moong Dal,113
8228094,2023-04-07,Edible Oils,8,Mustard Oil (Packed),176
8228414,2023-04-07,Vegetables,9,Onion,23
8228733,2023-04-07,Edible Oils,10,Palm Oil (Packed),98
8228996,2023-04-07,Vegetables,11,Potato,21
8229321,2023-04-07,Grains & Pulses,12,Rice,59
8229645,2023-04-07,Others,13,Salt Pack (Iodised),26
8230260,2023-04-07,Others,15,Sugar,41
8230576,2023-04-07,Edible Oils,16,Sunflower Oil (Packed),128
8230868,2023-04-07,Others,17,Tea Loose,303
8231182,2023-04-07,Vegetables,18,Tomato,21
8231504,2023-04-07,Grains & Pulses,19,Tur/Arhar Dal,126
8231830,2023-04-07,Grains & Pulses,20,Urad Dal,121
8232144,2023-04-07,Edible Oils,21,Vanaspati (Packed),111
8232453,2023-04-07,Grains & Pulses,22,Wheat,41
8232738,2023-04-08,Grains & Pulses,1,Atta (Wheat),37
8233076,2023-04-08,Grains & Pulses,2,Gram Dal,73
8233402,2023-04-08,Edible Oils,3,Groundnut Oil (Packed),191
8233648,2023-04-08,Others,4,Gur,59
8233976,2023-04-08,Grains & Pulses,5,Masoor Dal,96
8234313,2023-04-08,Others,6,Milk @,40
8234642,2023-04-08,Grains & Pulses,7,Moong Dal,113
8234978,2023-04-08,Edible Oils,8,Mustard Oil (Packed),176
8235310,2023-04-08,Vegetables,9,Onion,23
8235636,2023-04-08,Edible Oils,10,Palm Oil (Packed),98
8235909,2023-04-08,Vegetables,11,Potato,21
8236240,2023-04-08,Grains & Pulses,12,Rice,59
8236577,2023-04-08,Others,13,Salt Pack (Iodised),26
8237215,2023-04-08,Others,15,Sugar,41
8237546,2023-04-08,Edible Oils,16,Sunflower Oil (Packed),128
8237848,2023-04-08,Others,17,Tea Loose,303
8238178,2023-04-08,Vegetables,18,Tomato,21
8238507,2023-04-08,Grains & Pulses,19,Tur/Arhar Dal,126
8238843,2023-04-08,Grains & Pulses,20,Urad Dal,121
8239168,2023-04-08,Edible Oils,21,Vanaspati (Packed),111
8239485,2023-04-08,Grains & Pulses,22,Wheat,41
8239772,2023-04-09,Grains & Pulses,1,Atta (Wheat),37
8240044,2023-04-09,Grains & Pulses,2,Gram Dal,73
8240308,2023-04-09,Edible Oils,3,Groundnut Oil (Packed),191
8240524,2023-04-09,Others,4,Gur,59
8240791,2023-04-09,Grains & Pulses,5,Masoor Dal,96
8241063,2023-04-09,Others,6,Milk @,40
8241328,2023-04-09,Grains & Pulses,7,Moong Dal,113
8241600,2023-04-09,Edible Oils,8,Mustard Oil (Packed),176
8241867,2023-04-09,Vegetables,9,Onion,23
8242131,2023-04-09,Edible Oils,10,Palm Oil (Packed),98
8242352,2023-04-09,Vegetables,11,Potato,21
8242620,2023-04-09,Grains & Pulses,12,Rice,59
8242892,2023-04-09,Others,13,Salt Pack (Iodised),26
8243405,2023-04-09,Others,15,Sugar,41
8243670,2023-04-09,Edible Oils,16,Sunflower Oil (Packed),128
8243917,2023-04-09,Others,17,Tea Loose,303
8244182,2023-04-09,Vegetables,18,Tomato,21
8244447,2023-04-09,Grains & Pulses,19,Tur/Arhar Dal,126
8244719,2023-04-09,Grains & Pulses,20,Urad Dal,121
8244985,2023-04-09,Edible Oils,21,Vanaspati (Packed),111
8245248,2023-04-09,Grains & Pulses,22,Wheat,41
8245501,2023-04-10,Grains & Pulses,1,Atta (Wheat),37
8245941,2023-04-10,Grains & Pulses,2,Gram Dal,73
8246365,2023-04-10,Edible Oils,3,Groundnut Oil (Packed),191
8246675,2023-04-10,Others,4,Gur,59
8247095,2023-04-10,Grains & Pulses,5,Masoor Dal,96
8247536,2023-04-10,Others,6,Milk @,40
8247957,2023-04-10,Grains & Pulses,7,Moong Dal,113
8248394,2023-04-10,Edible Oils,8,Mustard Oil (Packed),176
8248819,2023-04-10,Vegetables,9,Onion,21
8249250,2023-04-10,Edible Oils,10,Palm Oil (Packed),98
8249587,2023-04-10,Vegetables,11,Potato,23
8250024,2023-04-10,Grains & Pulses,12,Rice,59
8250466,2023-04-10,Others,13,Salt Pack (Iodised),26
8251278,2023-04-10,Others,15,Sugar,41
8251707,2023-04-10,Edible Oils,16,Sunflower Oil (Packed),128
8252091,2023-04-10,Others,17,Tea Loose,303
8252512,2023-04-10,Vegetables,18,Tomato,21
8252942,2023-04-10,Grains & Pulses,19,Tur/Arhar Dal,126
8253375,2023-04-10,Grains & Pulses,20,Urad Dal,121
8253794,2023-04-10,Edible Oils,21,Vanaspati (Packed),111
8254196,2023-04-10,Grains & Pulses,22,Wheat,41
8254576,2023-04-11,Grains & Pulses,1,Atta (Wheat),37
8255006,2023-04-11,Grains & Pulses,2,Gram Dal,73
8255418,2023-04-11,Edible Oils,3,Groundnut Oil (Packed),193
8255717,2023-04-11,Others,4,Gur,59
8256124,2023-04-11,Grains & Pulses,5,Masoor Dal,96
8256553,2023-04-11,Others,6,Milk @,40
8256965,2023-04-11,Grains & Pulses,7,Moong Dal,113
8257389,2023-04-11,Edible Oils,8,Mustard Oil (Packed),176
8257806,2023-04-11,Vegetables,9,Onion,21
8258224,2023-04-11,Edible Oils,10,Palm Oil (Packed),98
8258564,2023-04-11,Vegetables,11,Potato,26
8258990,2023-04-11,Grains & Pulses,12,Rice,59
8259420,2023-04-11,Others,13,Salt Pack (Iodised),26
8260213,2023-04-11,Others,15,Sugar,41
8260632,2023-04-11,Edible Oils,16,Sunflower Oil (Packed),131
8261011,2023-04-11,Others,17,Tea Loose,303
8261421,2023-04-11,Vegetables,18,Tomato,23
8261840,2023-04-11,Grains & Pulses,19,Tur/Arhar Dal,126
8262260,2023-04-11,Grains & Pulses,20,Urad Dal,121
8262667,2023-04-11,Edible Oils,21,Vanaspati (Packed),113
8263062,2023-04-11,Grains & Pulses,22,Wheat,41
8263428,2023-04-12,Grains & Pulses,1,Atta (Wheat),37
8263872,2023-04-12,Grains & Pulses,2,Gram Dal,73
8264299,2023-04-12,Edible Oils,3,Groundnut Oil (Packed),196
