id,date,commodity_group,commodity_id,commodity,zone,centre_id,centre,price
10338350,11-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10363717,14-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,40
10356820,13-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10380047,16-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,40
10373577,15-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,40
10466152,25-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10390076,17-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,40
10400167,18-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,40
10410098,19-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,40
10426024,21-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,40
10445930,23-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,40
10456043,24-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10419165,20-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,40
10435986,22-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,40
10491590,28-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10476095,26-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10484718,27-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10501451,29-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10519935,31-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10511141,30-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10528945,28-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10628326,05-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10548496,30-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10576419,02-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10618128,04-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10538806,29-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10557290,31-08-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10566297,01-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10585492,03-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10592211,01-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10602333,02-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10611407,03-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10647823,07-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10681972,11-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10667090,09-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10675262,10-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
10656972,08-09-2023,Grains & Pulses,1,Atta (Wheat),South Zone,37,Chennai,41
